category,scientific_name,conservation_status,common_names,park_name,observations
Vascular Plant,Panicum rigidulum var. rigidulum,Least Concern,"Redtop Panicgrass, Redtop Panicum",Yosemite,115
Vascular Plant,Panicum rigidulum var. rigidulum,Least Concern,"Redtop Panicgrass, Redtop Panicum",Great Smoky Mountains,56
Vascular Plant,Panicum rigidulum var. rigidulum,Least Concern,"Redtop Panicgrass, Redtop Panicum",Bryce,88
Vascular Plant,Panicum rigidulum var. pubescens,Least Concern,Long-Leaved Panic Grass,Yosemite,158
Vascular Plant,Panicum rigidulum var. pubescens,Least Concern,Long-Leaved Panic Grass,Yellowstone,226
Vascular Plant,Panicum rigidulum var. pubescens,Least Concern,Long-Leaved Panic Grass,Great Smoky Mountains,85
Vascular Plant,Panicum rigidulum var. pubescens,Least Concern,Long-Leaved Panic Grass,Bryce,83
Vascular Plant,Paspalum pubiflorum var. glabrum,Least Concern,"Hairy-Seed Paspalum, Paspalum",Great Smoky Mountains,69
Vascular Plant,Paspalum pubiflorum var. glabrum,Least Concern,"Hairy-Seed Paspalum, Paspalum",Bryce,103
Vascular Plant,Paspalum pubiflorum var. glabrum,Least Concern,"Hairy-Seed Paspalum, Paspalum",Yosemite,145
Vascular Plant,Paspalum pubiflorum var. glabrum,Least Concern,"Hairy-Seed Paspalum, Paspalum",Yellowstone,225
Vascular Plant,Bromus hordeaceus ssp. hordeaceus,Least Concern,Soft Brome,Bryce,125
Vascular Plant,Bromus hordeaceus ssp. hordeaceus,Least Concern,Soft Brome,Yosemite,189
Vascular Plant,Bromus hordeaceus ssp. hordeaceus,Least Concern,Soft Brome,Yellowstone,226
Vascular Plant,Bromus hordeaceus ssp. hordeaceus,Least Concern,Soft Brome,Great Smoky Mountains,94
Vascular Plant,Potentilla norvegica,Least Concern,"Norwegian Cinquefoil, Rough Cinquefoil",Bryce,104
Vascular Plant,Potentilla norvegica,Least Concern,"Norwegian Cinquefoil, Rough Cinquefoil",Great Smoky Mountains,57
Vascular Plant,Potentilla norvegica,Least Concern,"Norwegian Cinquefoil, Rough Cinquefoil",Yosemite,148
Vascular Plant,Potentilla norvegica,Least Concern,"Norwegian Cinquefoil, Rough Cinquefoil",Yellowstone,206
Vascular Plant,Potentilla simplex,Least Concern,"Common Cinquefoil, Old-Field Cinquefoil",Great Smoky Mountains,80
Vascular Plant,Potentilla simplex,Least Concern,"Common Cinquefoil, Old-Field Cinquefoil",Yosemite,143
Vascular Plant,Potentilla simplex,Least Concern,"Common Cinquefoil, Old-Field Cinquefoil",Bryce,98
Vascular Plant,Potentilla simplex,Least Concern,"Common Cinquefoil, Old-Field Cinquefoil",Yellowstone,260
Nonvascular Plant,Ditrichum rhynchostegium,Least Concern,Ditrichum Moss,Bryce,94
Nonvascular Plant,Ditrichum rhynchostegium,Least Concern,Ditrichum Moss,Yosemite,153
Nonvascular Plant,Ditrichum rhynchostegium,Least Concern,Ditrichum Moss,Yellowstone,232
Nonvascular Plant,Ditrichum rhynchostegium,Least Concern,Ditrichum Moss,Great Smoky Mountains,81
Nonvascular Plant,Ditrichum pusillum,Least Concern,Ditrichum Moss,Yosemite,160
Nonvascular Plant,Ditrichum pusillum,Least Concern,Ditrichum Moss,Bryce,115
Nonvascular Plant,Ditrichum pusillum,Least Concern,Ditrichum Moss,Great Smoky Mountains,98
Nonvascular Plant,Ditrichum pusillum,Least Concern,Ditrichum Moss,Yellowstone,235
Nonvascular Plant,Ditrichum pallidum,Least Concern,Pale Ditrichum Moss,Great Smoky Mountains,69
Nonvascular Plant,Ditrichum pallidum,Least Concern,Pale Ditrichum Moss,Yellowstone,267
Nonvascular Plant,Ditrichum pallidum,Least Concern,Pale Ditrichum Moss,Yosemite,130
Nonvascular Plant,Ditrichum pallidum,Least Concern,Pale Ditrichum Moss,Bryce,121
Nonvascular Plant,Ditrichum lineare,Least Concern,Ditrichum Moss,Yellowstone,255
Nonvascular Plant,Ditrichum lineare,Least Concern,Ditrichum Moss,Yosemite,163
Nonvascular Plant,Ditrichum lineare,Least Concern,Ditrichum Moss,Bryce,46
Nonvascular Plant,Ditrichum lineare,Least Concern,Ditrichum Moss,Great Smoky Mountains,63
Nonvascular Plant,Ceratodon purpureus,Least Concern,Ceratodon Moss,Great Smoky Mountains,56
Nonvascular Plant,Ceratodon purpureus,Least Concern,Ceratodon Moss,Bryce,99
Nonvascular Plant,Ceratodon purpureus,Least Concern,Ceratodon Moss,Yosemite,147
Nonvascular Plant,Ceratodon purpureus,Least Concern,Ceratodon Moss,Yellowstone,253
Nonvascular Plant,Rhabdoweisia crispata,Least Concern,Rhabdoweisia Moss,Yosemite,187
Nonvascular Plant,Rhabdoweisia crispata,Least Concern,Rhabdoweisia Moss,Yellowstone,231
Nonvascular Plant,Rhabdoweisia crispata,Least Concern,Rhabdoweisia Moss,Great Smoky Mountains,79
Nonvascular Plant,Rhabdoweisia crispata,Least Concern,Rhabdoweisia Moss,Bryce,75
Nonvascular Plant,Paraleucobryum longifolium,Least Concern,Longleaf Paraleucobryum Moss,Bryce,124
Nonvascular Plant,Paraleucobryum longifolium,Least Concern,Longleaf Paraleucobryum Moss,Great Smoky Mountains,74
Nonvascular Plant,Paraleucobryum longifolium,Least Concern,Longleaf Paraleucobryum Moss,Yosemite,144
Nonvascular Plant,Paraleucobryum longifolium,Least Concern,Longleaf Paraleucobryum Moss,Yellowstone,201
Nonvascular Plant,Oncophorus wahlenbergii,Least Concern,Wahlenberg's Oncophorus Moss,Yellowstone,234
Nonvascular Plant,Oncophorus wahlenbergii,Least Concern,Wahlenberg's Oncophorus Moss,Bryce,132
Nonvascular Plant,Oncophorus wahlenbergii,Least Concern,Wahlenberg's Oncophorus Moss,Yosemite,150
Nonvascular Plant,Oncophorus wahlenbergii,Least Concern,Wahlenberg's Oncophorus Moss,Great Smoky Mountains,64
Nonvascular Plant,Oncophorus raui,Least Concern,Oncophorus Moss,Great Smoky Mountains,76
Nonvascular Plant,Oncophorus raui,Least Concern,Oncophorus Moss,Yosemite,126
Nonvascular Plant,Oncophorus raui,Least Concern,Oncophorus Moss,Bryce,80
Nonvascular Plant,Oncophorus raui,Least Concern,Oncophorus Moss,Yellowstone,238
Nonvascular Plant,Dicranum viride,Least Concern,Dicranum Moss,Bryce,77
Nonvascular Plant,Dicranum viride,Least Concern,Dicranum Moss,Yellowstone,252
Nonvascular Plant,Dicranum viride,Least Concern,Dicranum Moss,Great Smoky Mountains,61
Nonvascular Plant,Dicranum viride,Least Concern,Dicranum Moss,Yosemite,115
Nonvascular Plant,Dicranum undulatum,Least Concern,Bog Broom-Moss,Yellowstone,238
Nonvascular Plant,Dicranum undulatum,Least Concern,Bog Broom-Moss,Yosemite,166
Nonvascular Plant,Dicranum undulatum,Least Concern,Bog Broom-Moss,Great Smoky Mountains,64
Nonvascular Plant,Dicranum undulatum,Least Concern,Bog Broom-Moss,Bryce,92
Nonvascular Plant,Dicranum spurium,Least Concern,Dicranum Moss,Great Smoky Mountains,47
Nonvascular Plant,Dicranum spurium,Least Concern,Dicranum Moss,Yellowstone,248
Nonvascular Plant,Dicranum spurium,Least Concern,Dicranum Moss,Yosemite,132
Nonvascular Plant,Dicranum spurium,Least Concern,Dicranum Moss,Bryce,106
Nonvascular Plant,Dicranum scoparium,Least Concern,Dicranum Moss,Great Smoky Mountains,82
Nonvascular Plant,Dicranum scoparium,Least Concern,Dicranum Moss,Yosemite,174
Nonvascular Plant,Dicranum scoparium,Least Concern,Dicranum Moss,Yellowstone,249
Nonvascular Plant,Dicranum scoparium,Least Concern,Dicranum Moss,Bryce,115
Nonvascular Plant,Dicranum polysetum,Least Concern,Dicranum Moss,Yosemite,171
Nonvascular Plant,Dicranum polysetum,Least Concern,Dicranum Moss,Bryce,111
Nonvascular Plant,Dicranum polysetum,Least Concern,Dicranum Moss,Yellowstone,272
Nonvascular Plant,Dicranum polysetum,Least Concern,Dicranum Moss,Great Smoky Mountains,98
Nonvascular Plant,Dicranum montanum,Least Concern,Montane Dicranum Moss,Yellowstone,242
Nonvascular Plant,Dicranum montanum,Least Concern,Montane Dicranum Moss,Yosemite,118
Nonvascular Plant,Dicranum montanum,Least Concern,Montane Dicranum Moss,Bryce,81
Nonvascular Plant,Dicranum montanum,Least Concern,Montane Dicranum Moss,Great Smoky Mountains,58
Nonvascular Plant,Dicranum fuscescens,Least Concern,Dicranum Moss,Yellowstone,227
Nonvascular Plant,Dicranum fuscescens,Least Concern,Dicranum Moss,Great Smoky Mountains,97
Nonvascular Plant,Dicranum fuscescens,Least Concern,Dicranum Moss,Bryce,100
Nonvascular Plant,Dicranum fuscescens,Least Concern,Dicranum Moss,Yosemite,158
Nonvascular Plant,Dicranum fulvum,Least Concern,Dicranum Moss,Bryce,91
Nonvascular Plant,Dicranum fulvum,Least Concern,Dicranum Moss,Great Smoky Mountains,63
Nonvascular Plant,Dicranum fulvum,Least Concern,Dicranum Moss,Yosemite,123
Nonvascular Plant,Dicranum fulvum,Least Concern,Dicranum Moss,Yellowstone,267
Nonvascular Plant,Pleuridium subulatum,Least Concern,Pleuridium Moss,Bryce,110
Nonvascular Plant,Pleuridium subulatum,Least Concern,Pleuridium Moss,Great Smoky Mountains,84
Nonvascular Plant,Pleuridium subulatum,Least Concern,Pleuridium Moss,Yellowstone,242
Nonvascular Plant,Pleuridium subulatum,Least Concern,Pleuridium Moss,Yosemite,141
Nonvascular Plant,Fissidens bryoides,Least Concern,Bryoid Fissidens Moss,Yosemite,142
Nonvascular Plant,Fissidens bryoides,Least Concern,Bryoid Fissidens Moss,Great Smoky Mountains,73
Nonvascular Plant,Fissidens bryoides,Least Concern,Bryoid Fissidens Moss,Bryce,124
Nonvascular Plant,Fissidens bryoides,Least Concern,Bryoid Fissidens Moss,Yellowstone,249
Nonvascular Plant,Fissidens bushii,Least Concern,Bush's Fissidens Moss,Yosemite,162
Nonvascular Plant,Fissidens bushii,Least Concern,Bush's Fissidens Moss,Bryce,119
Nonvascular Plant,Fissidens bushii,Least Concern,Bush's Fissidens Moss,Yellowstone,234
Nonvascular Plant,Fissidens bushii,Least Concern,Bush's Fissidens Moss,Great Smoky Mountains,51
Nonvascular Plant,Fissidens exilis,Least Concern,Fissidens Moss,Yosemite,127
Nonvascular Plant,Fissidens exilis,Least Concern,Fissidens Moss,Great Smoky Mountains,105
Nonvascular Plant,Fissidens exilis,Least Concern,Fissidens Moss,Yellowstone,243
Nonvascular Plant,Fissidens exilis,Least Concern,Fissidens Moss,Bryce,102
Nonvascular Plant,Racomitrium heterostichum,Least Concern,Racomitrium Moss,Yellowstone,234
Nonvascular Plant,Racomitrium heterostichum,Least Concern,Racomitrium Moss,Bryce,109
Nonvascular Plant,Racomitrium heterostichum,Least Concern,Racomitrium Moss,Yosemite,154
Nonvascular Plant,Racomitrium heterostichum,Least Concern,Racomitrium Moss,Great Smoky Mountains,91
Nonvascular Plant,Racomitrium aciculare,Least Concern,Racomitrium Moss,Bryce,81
Nonvascular Plant,Racomitrium aciculare,Least Concern,Racomitrium Moss,Yellowstone,234
Nonvascular Plant,Racomitrium aciculare,Least Concern,Racomitrium Moss,Great Smoky Mountains,19
Nonvascular Plant,Racomitrium aciculare,Least Concern,Racomitrium Moss,Yosemite,146
Nonvascular Plant,Grimmia pilifera,Least Concern,Grimmia Dry Rock Moss,Bryce,105
Nonvascular Plant,Grimmia pilifera,Least Concern,Grimmia Dry Rock Moss,Great Smoky Mountains,52
Nonvascular Plant,Grimmia pilifera,Least Concern,Grimmia Dry Rock Moss,Yosemite,169
Nonvascular Plant,Grimmia pilifera,Least Concern,Grimmia Dry Rock Moss,Yellowstone,235
Nonvascular Plant,Grimmia olneyi,Least Concern,Olney's Dry Rock Moss,Great Smoky Mountains,79
Nonvascular Plant,Grimmia olneyi,Least Concern,Olney's Dry Rock Moss,Bryce,99
Nonvascular Plant,Grimmia olneyi,Least Concern,Olney's Dry Rock Moss,Yellowstone,256
Nonvascular Plant,Grimmia olneyi,Least Concern,Olney's Dry Rock Moss,Yosemite,138
Nonvascular Plant,Grimmia laevigata,Least Concern,Grimmia Dry Rock Moss,Great Smoky Mountains,88
Nonvascular Plant,Grimmia laevigata,Least Concern,Grimmia Dry Rock Moss,Yellowstone,229
Nonvascular Plant,Grimmia laevigata,Least Concern,Grimmia Dry Rock Moss,Bryce,39
Nonvascular Plant,Grimmia laevigata,Least Concern,Grimmia Dry Rock Moss,Yosemite,171
Nonvascular Plant,Grimmia donniana,Least Concern,Donn's Dry Rock Moss,Great Smoky Mountains,85
Nonvascular Plant,Grimmia donniana,Least Concern,Donn's Dry Rock Moss,Yellowstone,243
Nonvascular Plant,Grimmia donniana,Least Concern,Donn's Dry Rock Moss,Yosemite,149
Nonvascular Plant,Grimmia donniana,Least Concern,Donn's Dry Rock Moss,Bryce,98
Nonvascular Plant,Coscinodon cribrosus,Least Concern,Coscinodon Moss,Great Smoky Mountains,63
Nonvascular Plant,Coscinodon cribrosus,Least Concern,Coscinodon Moss,Yosemite,133
Nonvascular Plant,Coscinodon cribrosus,Least Concern,Coscinodon Moss,Bryce,124
Nonvascular Plant,Coscinodon cribrosus,Least Concern,Coscinodon Moss,Yellowstone,233
Nonvascular Plant,Physcomitrium pyriforme,Least Concern,Physcomitrium Moss,Yellowstone,224
Nonvascular Plant,Physcomitrium pyriforme,Least Concern,Physcomitrium Moss,Great Smoky Mountains,67
Nonvascular Plant,Physcomitrium pyriforme,Least Concern,Physcomitrium Moss,Bryce,116
Nonvascular Plant,Physcomitrium pyriforme,Least Concern,Physcomitrium Moss,Yosemite,144
Nonvascular Plant,Dicranum flagellare,Least Concern,Dicranum Moss,Bryce,107
Nonvascular Plant,Dicranum flagellare,Least Concern,Dicranum Moss,Great Smoky Mountains,96
Nonvascular Plant,Dicranum flagellare,Least Concern,Dicranum Moss,Yosemite,105
Nonvascular Plant,Dicranum flagellare,Least Concern,Dicranum Moss,Yellowstone,264
Nonvascular Plant,Funaria hygrometrica,Least Concern,Funaria Moss,Yellowstone,276
Nonvascular Plant,Funaria hygrometrica,Least Concern,Funaria Moss,Bryce,73
Nonvascular Plant,Funaria hygrometrica,Least Concern,Funaria Moss,Great Smoky Mountains,71
Nonvascular Plant,Funaria hygrometrica,Least Concern,Funaria Moss,Yosemite,163
Nonvascular Plant,Funaria calvescens,Least Concern,Funaria Moss,Yellowstone,223
Nonvascular Plant,Funaria calvescens,Least Concern,Funaria Moss,Yosemite,152
Nonvascular Plant,Funaria calvescens,Least Concern,Funaria Moss,Great Smoky Mountains,74
Nonvascular Plant,Funaria calvescens,Least Concern,Funaria Moss,Bryce,140
Nonvascular Plant,Aphanorrhegma serratum,Least Concern,Serrate Aphanorrhegma Moss,Yosemite,151
Nonvascular Plant,Aphanorrhegma serratum,Least Concern,Serrate Aphanorrhegma Moss,Great Smoky Mountains,42
Nonvascular Plant,Aphanorrhegma serratum,Least Concern,Serrate Aphanorrhegma Moss,Yellowstone,263
Nonvascular Plant,Aphanorrhegma serratum,Least Concern,Serrate Aphanorrhegma Moss,Bryce,94
Nonvascular Plant,Leucobryum glaucum,Least Concern,Leucobryum Moss,Bryce,89
Nonvascular Plant,Leucobryum glaucum,Least Concern,Leucobryum Moss,Yellowstone,248
Nonvascular Plant,Leucobryum glaucum,Least Concern,Leucobryum Moss,Great Smoky Mountains,88
Nonvascular Plant,Leucobryum glaucum,Least Concern,Leucobryum Moss,Yosemite,139
Nonvascular Plant,Leucobryum albidum,Least Concern,Leucobryum Moss,Yellowstone,259
Nonvascular Plant,Leucobryum albidum,Least Concern,Leucobryum Moss,Yosemite,193
Nonvascular Plant,Leucobryum albidum,Least Concern,Leucobryum Moss,Bryce,101
Nonvascular Plant,Leucobryum albidum,Least Concern,Leucobryum Moss,Great Smoky Mountains,65
Nonvascular Plant,Fissidens taxifolius,Least Concern,Fissidens Moss,Yosemite,115
Nonvascular Plant,Fissidens taxifolius,Least Concern,Fissidens Moss,Bryce,87
Nonvascular Plant,Fissidens taxifolius,Least Concern,Fissidens Moss,Yellowstone,257
Nonvascular Plant,Fissidens taxifolius,Least Concern,Fissidens Moss,Great Smoky Mountains,76
Nonvascular Plant,Fissidens subbasilaris,Least Concern,Fissidens Moss,Bryce,108
Nonvascular Plant,Fissidens subbasilaris,Least Concern,Fissidens Moss,Yosemite,167
Nonvascular Plant,Fissidens subbasilaris,Least Concern,Fissidens Moss,Yellowstone,254
Nonvascular Plant,Fissidens subbasilaris,Least Concern,Fissidens Moss,Great Smoky Mountains,76
Nonvascular Plant,Fissidens osmundioides,Least Concern,Osmund Fissidens Moss,Bryce,133
Nonvascular Plant,Fissidens osmundioides,Least Concern,Osmund Fissidens Moss,Yellowstone,267
Nonvascular Plant,Fissidens osmundioides,Least Concern,Osmund Fissidens Moss,Yosemite,177
Nonvascular Plant,Fissidens osmundioides,Least Concern,Osmund Fissidens Moss,Great Smoky Mountains,62
Nonvascular Plant,Fissidens hyalinus,Least Concern,Fissidens Moss,Yosemite,152
Nonvascular Plant,Fissidens hyalinus,Least Concern,Fissidens Moss,Yellowstone,227
Nonvascular Plant,Fissidens hyalinus,Least Concern,Fissidens Moss,Bryce,94
Nonvascular Plant,Fissidens hyalinus,Least Concern,Fissidens Moss,Great Smoky Mountains,57
Nonvascular Plant,Funaria flavicans,Least Concern,Funaria Moss,Great Smoky Mountains,98
Nonvascular Plant,Funaria flavicans,Least Concern,Funaria Moss,Yosemite,147
Nonvascular Plant,Funaria flavicans,Least Concern,Funaria Moss,Bryce,97
Nonvascular Plant,Funaria flavicans,Least Concern,Funaria Moss,Yellowstone,231
Nonvascular Plant,Dicranum condensatum,Least Concern,Condensed Dicranum Moss,Yosemite,148
Nonvascular Plant,Dicranum condensatum,Least Concern,Condensed Dicranum Moss,Yellowstone,235
Nonvascular Plant,Dicranum condensatum,Least Concern,Condensed Dicranum Moss,Bryce,83
Nonvascular Plant,Dicranum condensatum,Least Concern,Condensed Dicranum Moss,Great Smoky Mountains,119
Nonvascular Plant,Dicranodontium denudatum,Least Concern,Denuded Dicranodontium Moss,Bryce,110
Nonvascular Plant,Dicranodontium denudatum,Least Concern,Denuded Dicranodontium Moss,Yosemite,179
Nonvascular Plant,Dicranodontium denudatum,Least Concern,Denuded Dicranodontium Moss,Great Smoky Mountains,67
Nonvascular Plant,Dicranodontium denudatum,Least Concern,Denuded Dicranodontium Moss,Yellowstone,249
Nonvascular Plant,Dicranodontium asperulum,Least Concern,Dicranodontium Moss,Yellowstone,279
Nonvascular Plant,Dicranodontium asperulum,Least Concern,Dicranodontium Moss,Great Smoky Mountains,64
Nonvascular Plant,Dicranodontium asperulum,Least Concern,Dicranodontium Moss,Bryce,104
Nonvascular Plant,Dicranodontium asperulum,Least Concern,Dicranodontium Moss,Yosemite,163
Nonvascular Plant,Mnium hornum,Least Concern,Horn Calcareous Moss,Yellowstone,252
Nonvascular Plant,Mnium hornum,Least Concern,Horn Calcareous Moss,Bryce,64
Nonvascular Plant,Mnium hornum,Least Concern,Horn Calcareous Moss,Yosemite,134
Nonvascular Plant,Mnium hornum,Least Concern,Horn Calcareous Moss,Great Smoky Mountains,70
Nonvascular Plant,Mnium carolinianum,Least Concern,Carolina Mnium,Yellowstone,291
Nonvascular Plant,Mnium carolinianum,Least Concern,Carolina Mnium,Bryce,66
Nonvascular Plant,Mnium carolinianum,Least Concern,Carolina Mnium,Yosemite,113
Nonvascular Plant,Mnium carolinianum,Least Concern,Carolina Mnium,Great Smoky Mountains,74
Nonvascular Plant,Rhodobryum roseum,Least Concern,Rose Rhodobryum Moss,Yosemite,151
Nonvascular Plant,Rhodobryum roseum,Least Concern,Rose Rhodobryum Moss,Great Smoky Mountains,90
Nonvascular Plant,Rhodobryum roseum,Least Concern,Rose Rhodobryum Moss,Yellowstone,219
Nonvascular Plant,Rhodobryum roseum,Least Concern,Rose Rhodobryum Moss,Bryce,84
Nonvascular Plant,Rhodobryum ontariense,Least Concern,Ontario Rhodobryum Moss,Bryce,112
Nonvascular Plant,Rhodobryum ontariense,Least Concern,Ontario Rhodobryum Moss,Yellowstone,246
Nonvascular Plant,Rhodobryum ontariense,Least Concern,Ontario Rhodobryum Moss,Great Smoky Mountains,70
Nonvascular Plant,Rhodobryum ontariense,Least Concern,Ontario Rhodobryum Moss,Yosemite,125
Nonvascular Plant,Pohlia wahlenbergii,Least Concern,Wahlenberg's Pohlia Moss,Great Smoky Mountains,72
Nonvascular Plant,Pohlia wahlenbergii,Least Concern,Wahlenberg's Pohlia Moss,Bryce,67
Nonvascular Plant,Pohlia wahlenbergii,Least Concern,Wahlenberg's Pohlia Moss,Yellowstone,242
Nonvascular Plant,Pohlia wahlenbergii,Least Concern,Wahlenberg's Pohlia Moss,Yosemite,155
Nonvascular Plant,Pohlia nutans,Least Concern,Pohlia Moss,Yosemite,138
Nonvascular Plant,Pohlia nutans,Least Concern,Pohlia Moss,Bryce,100
Nonvascular Plant,Pohlia nutans,Least Concern,Pohlia Moss,Yellowstone,267
Nonvascular Plant,Pohlia nutans,Least Concern,Pohlia Moss,Great Smoky Mountains,76
Nonvascular Plant,Pohlia longicolla,Least Concern,Pohlia Moss,Yellowstone,267
Nonvascular Plant,Pohlia longicolla,Least Concern,Pohlia Moss,Yosemite,138
Nonvascular Plant,Pohlia longicolla,Least Concern,Pohlia Moss,Great Smoky Mountains,66
Nonvascular Plant,Pohlia longicolla,Least Concern,Pohlia Moss,Bryce,72
Nonvascular Plant,Pohlia lescuriana,Least Concern,Lescur's Pohlia Moss,Yellowstone,290
Nonvascular Plant,Pohlia lescuriana,Least Concern,Lescur's Pohlia Moss,Great Smoky Mountains,40
Nonvascular Plant,Pohlia lescuriana,Least Concern,Lescur's Pohlia Moss,Yosemite,150
Nonvascular Plant,Pohlia lescuriana,Least Concern,Lescur's Pohlia Moss,Bryce,104
Nonvascular Plant,Mnium marginatum,Least Concern,Olivegreen Calcareous Moss,Great Smoky Mountains,100
Nonvascular Plant,Mnium marginatum,Least Concern,Olivegreen Calcareous Moss,Bryce,93
Nonvascular Plant,Mnium marginatum,Least Concern,Olivegreen Calcareous Moss,Yellowstone,265
Nonvascular Plant,Mnium marginatum,Least Concern,Olivegreen Calcareous Moss,Yosemite,138
Nonvascular Plant,Pohlia elongata,Least Concern,Elongate Pohlia Moss,Yosemite,112
Nonvascular Plant,Pohlia elongata,Least Concern,Elongate Pohlia Moss,Bryce,99
Nonvascular Plant,Pohlia elongata,Least Concern,Elongate Pohlia Moss,Yellowstone,239
Nonvascular Plant,Pohlia elongata,Least Concern,Elongate Pohlia Moss,Great Smoky Mountains,61
Nonvascular Plant,Pohlia annotina,Least Concern,Pohlia Moss,Great Smoky Mountains,84
Nonvascular Plant,Pohlia annotina,Least Concern,Pohlia Moss,Bryce,130
Nonvascular Plant,Pohlia annotina,Least Concern,Pohlia Moss,Yosemite,156
Nonvascular Plant,Pohlia annotina,Least Concern,Pohlia Moss,Yellowstone,237
Nonvascular Plant,Orthodontium pellucens,Least Concern,Translucent Orthodontium,Bryce,72
Nonvascular Plant,Orthodontium pellucens,Least Concern,Translucent Orthodontium,Great Smoky Mountains,104
Nonvascular Plant,Orthodontium pellucens,Least Concern,Translucent Orthodontium,Yosemite,135
Nonvascular Plant,Orthodontium pellucens,Least Concern,Translucent Orthodontium,Yellowstone,238
Nonvascular Plant,Mielichhoferia mielichhoferiana,Least Concern,Mielichhof's Copper Moss,Yosemite,150
Nonvascular Plant,Mielichhoferia mielichhoferiana,Least Concern,Mielichhof's Copper Moss,Great Smoky Mountains,45
Nonvascular Plant,Mielichhoferia mielichhoferiana,Least Concern,Mielichhof's Copper Moss,Yellowstone,234
Nonvascular Plant,Mielichhoferia mielichhoferiana,Least Concern,Mielichhof's Copper Moss,Bryce,129
Nonvascular Plant,Leptobryum pyriforme,Least Concern,Leptobryum Moss,Bryce,130
Nonvascular Plant,Leptobryum pyriforme,Least Concern,Leptobryum Moss,Yellowstone,234
Nonvascular Plant,Leptobryum pyriforme,Least Concern,Leptobryum Moss,Yosemite,196
Nonvascular Plant,Leptobryum pyriforme,Least Concern,Leptobryum Moss,Great Smoky Mountains,57
Nonvascular Plant,Bryum pseudotriquetrum,Least Concern,Common Green Bryum Moss,Yosemite,156
Nonvascular Plant,Bryum pseudotriquetrum,Least Concern,Common Green Bryum Moss,Great Smoky Mountains,84
Nonvascular Plant,Bryum pseudotriquetrum,Least Concern,Common Green Bryum Moss,Yellowstone,279
Nonvascular Plant,Bryum pseudotriquetrum,Least Concern,Common Green Bryum Moss,Bryce,122
Nonvascular Plant,Bryum pallens,Least Concern,Bryum Moss,Yellowstone,268
Nonvascular Plant,Bryum pallens,Least Concern,Bryum Moss,Great Smoky Mountains,59
Nonvascular Plant,Bryum pallens,Least Concern,Bryum Moss,Yosemite,138
Nonvascular Plant,Bryum pallens,Least Concern,Bryum Moss,Bryce,103
Nonvascular Plant,Bryum lisae var. cuspidatum,Least Concern,Bryum Moss,Yellowstone,228
Nonvascular Plant,Bryum lisae var. cuspidatum,Least Concern,Bryum Moss,Yosemite,155
Nonvascular Plant,Bryum lisae var. cuspidatum,Least Concern,Bryum Moss,Great Smoky Mountains,72
Nonvascular Plant,Bryum lisae var. cuspidatum,Least Concern,Bryum Moss,Bryce,112
Nonvascular Plant,Bryum lisae,Least Concern,Bryum Moss,Bryce,155
Nonvascular Plant,Bryum lisae,Least Concern,Bryum Moss,Yellowstone,232
Nonvascular Plant,Bryum lisae,Least Concern,Bryum Moss,Great Smoky Mountains,72
Nonvascular Plant,Bryum lisae,Least Concern,Bryum Moss,Yosemite,142
Nonvascular Plant,Pohlia cruda,Least Concern,Pohlia Moss,Yosemite,152
Nonvascular Plant,Pohlia cruda,Least Concern,Pohlia Moss,Bryce,92
Nonvascular Plant,Pohlia cruda,Least Concern,Pohlia Moss,Great Smoky Mountains,101
Nonvascular Plant,Pohlia cruda,Least Concern,Pohlia Moss,Yellowstone,254
Nonvascular Plant,Racomitrium microcarpon,Least Concern,Racomitrium Moss,Yellowstone,258
Nonvascular Plant,Racomitrium microcarpon,Least Concern,Racomitrium Moss,Yosemite,165
Nonvascular Plant,Racomitrium microcarpon,Least Concern,Racomitrium Moss,Bryce,89
Nonvascular Plant,Racomitrium microcarpon,Least Concern,Racomitrium Moss,Great Smoky Mountains,108
Nonvascular Plant,Mnium stellare,Least Concern,Stellar Calcareous Moss,Great Smoky Mountains,77
Nonvascular Plant,Mnium stellare,Least Concern,Stellar Calcareous Moss,Yellowstone,275
Nonvascular Plant,Mnium stellare,Least Concern,Stellar Calcareous Moss,Yosemite,147
Nonvascular Plant,Mnium stellare,Least Concern,Stellar Calcareous Moss,Bryce,147
Nonvascular Plant,Plagiomnium ciliare,Least Concern,Plagiomnium Moss,Bryce,108
Nonvascular Plant,Plagiomnium ciliare,Least Concern,Plagiomnium Moss,Yosemite,160
Nonvascular Plant,Plagiomnium ciliare,Least Concern,Plagiomnium Moss,Great Smoky Mountains,93
Nonvascular Plant,Plagiomnium ciliare,Least Concern,Plagiomnium Moss,Yellowstone,240
Nonvascular Plant,Dicranella varia,Least Concern,Dicranella Moss,Great Smoky Mountains,82
Nonvascular Plant,Dicranella varia,Least Concern,Dicranella Moss,Bryce,78
Nonvascular Plant,Dicranella varia,Least Concern,Dicranella Moss,Yellowstone,241
Nonvascular Plant,Dicranella varia,Least Concern,Dicranella Moss,Yosemite,141
Nonvascular Plant,Dicranella rufescens,Least Concern,Dicranella Moss,Great Smoky Mountains,78
Nonvascular Plant,Dicranella rufescens,Least Concern,Dicranella Moss,Bryce,59
Nonvascular Plant,Dicranella rufescens,Least Concern,Dicranella Moss,Yellowstone,255
Nonvascular Plant,Dicranella rufescens,Least Concern,Dicranella Moss,Yosemite,171
